,video_id,comment_desc,comment_publish
10454,nEBVXO8xnFs,"Very well put ! Dubai&#39;s leaders back then and even now are exemplary visionaries. Leaderships ,business strategies, unimaginable dedication towards the nation,far-sighted vision , discipline, maximum utilisation of a resource , diversification ,commitment and what not !! Aspiring to visit the city atleast once. Kudos to you ,young man for putting this across so effortlessly! 👏👏",
10455,nEBVXO8xnFs,Pls do omit using lahk for defining quantities. I lived in India but still have trouble with it others will not follow and it might cost you subscribers.,
10456,nEBVXO8xnFs,Can we know more about bitcoin and crypto currency please brother btw great knowledge we get to learn alot from you thank you,
10457,nEBVXO8xnFs,"How can one talk about emergency without mentioning Allahabad judgement. For ppl who are not aware of the full history, you just told them several global factors caused emergency in India.",
10458,nEBVXO8xnFs,"Tax Free, Greed free Political Vision and Religious Freedom plays an Important role to build a Successful Nation.",
10459,nEBVXO8xnFs,You are simply superb bro...All the best...what an explanation it&#39;s just beyond words...,
10460,nEBVXO8xnFs,"Truly, this is a very informative channel. Thank you.",
10461,nEBVXO8xnFs,"One major point that helped in developement of Dubai is that due to dictatorship and strict rules on breaking law, there was less to no corruption which made sure that whatever was planned went well and helped the country to achieve its goal",
10462,nEBVXO8xnFs,"Please watch 4PM and deepak Sharma , punya prasun bajpai,abhisar sharma,ajit anjum  ,news channel  and National Dastak for News,<br>being honest for news comedy.",
10463,nEBVXO8xnFs,"Today if Modi does something for private players, then people start crying &quot; Desh Bech diya, Desh bech diya&quot;. This is the problem with India.",
10464,nEBVXO8xnFs,India is veryyy beautiful,
10465,nEBVXO8xnFs,"Dubai and Arabian countries is like a duct with honey,petrol with country.if honey over duct have no value no people come to that country for travelling and living.indians going there for petroleum work majorly .....after 30 years Arabian countries will not survive...with out oil money country will not do any necessary activities",
10466,nEBVXO8xnFs,After oil demand over all Arabian countries including Dubai become people&#39;s desert ..  nobody live there...,
10467,nEBVXO8xnFs,Minimum wages are very low in Dubai.  Labour Ministry is not helpful when you don&#39;t get your salary.  Who ever make money is lucky.   Dubai not comparable with Western standard.,
10468,nEBVXO8xnFs,I will forever be indebted to you you’ve changed my whole life I’ll continue to preach about your name for the world to hear you’ve saved me from a huge financial debt with just little investment thanks so much Mrs. Elsie Wright,
10469,nEBVXO8xnFs,And here comes the great india after watching this video 😆😆😆😆,
10470,nEBVXO8xnFs,"India needs to introspect more rather than following western trends blindly, a lot of people today are socially conditioned to look outwards.<br><br>Keep up the great work of making the masses aware.",
10471,nEBVXO8xnFs,"Pls don’t compare India with Dubai because Indian will never learn their lesson from the partition . Keep going keep licking white Zionists filthy arses , keep adoring stones , rocks , trees , animals etc etc",
10472,nEBVXO8xnFs,Good job UAE 🇦🇪 🇸🇦,
10473,nEBVXO8xnFs,Also please remember that tourism is closely associated with VICES.,
10474,nEBVXO8xnFs,Your info is incomplete 11 percent from tourism 7 percent from maritime bussiness 1 percent from oil in total 18 percent what about the rest of the economy ?,
10475,nEBVXO8xnFs,Uae is the nation and Dubai is one of the Emirates. Stop spreading wrong info,
10476,nEBVXO8xnFs,He&#39;s a genius,
10477,nEBVXO8xnFs,Awesome...,
10478,nEBVXO8xnFs,"<a href=""https://www.youtube.com/watch?v=nEBVXO8xnFs&amp;t=16m10s"">16:10</a> this line littrally gave me goosebumps!",
10479,nEBVXO8xnFs,Please show this vedio to sri naredra modi and open his eyes😇,
10480,nEBVXO8xnFs,"I wonder if someone in a country like Venezuela were to watch this video, would they grasp what was explained about diversification and the details of how Dubai lured outside foreign companies to set up business there. What looks like a total lack of conditions imposed on these companies was actually what made this insane growth possible, and the government of Dubai look like economic geniuses. Of course they received a lot of negative criticism for the conditions of the imported labor used for construction, but most of those people were able to earn some money that they would not have gotten in their home country. So, nothing is perfect, and the end results were phenomenal. Good work, Dubai! 🙏",
10481,nEBVXO8xnFs,"Lol did he call Dubai a nation?! It is an emirate / a state, the nation is the United Arab Emirates. Dubai has no oil, not sure what he&#39;s going on about. This guy is super illiterate in global affairs, its a shame that he&#39;s teaching the wrong facts to everybody.",
10482,nEBVXO8xnFs,awesome video.,
10483,nEBVXO8xnFs,You should buy another country in América.,
10484,nEBVXO8xnFs,"In that case, u must make a case study of Tamilnadu, which in 1950&#39;s was on par with or even behind Bihar n UP in many aspects, with the famous 1960&#39;s famine, where the farmers had to survive eating rats. Now its the number one state with most number of industries in India, most number of employment given, Most number of IT, automobile and other tech companies. In every state, there is one or two developed city that generates job and center for manufacturing. But in TN u may C the developement spread across the state. Looking for lessons with in the country would be more suitable. The books &#39;Dravidian model, Interpretation of political economy in TN&#39; by kalaiarasan and vijayabaskar. &#39;Dravidian years&#39; by formar IAS officer S.Narayanan. &#39;Developement as freedom&#39; and other books by Amirthya sen would be helpful for you.",
10485,nEBVXO8xnFs,This is beautifully explained. Fantastic compilation and valuable information.,
10486,nEBVXO8xnFs,"Very interesting and effective learning factors in the video. Thanks. I realy like this u tube channel because of the thorough studies , preparation and assessment of each selected important  useful topic or subject by the anchor and it&#39;s clear presentation.",
10487,nEBVXO8xnFs,"once again, bhai, Maja agaya :)",
10488,nEBVXO8xnFs,if we make tourist spot who will do scams...,
10489,nEBVXO8xnFs,Crypto/forex trading is a big chance to make money nowadays. Get a pro to trade or advice,
10490,nEBVXO8xnFs,"I litterarly laughed when you said umm al &quot;kaiwan&quot;.... its quw-ain... rhymes with train or plain for better understanding. anyway... Fab video, kudos to you.",
10491,nEBVXO8xnFs,Kazakhstan and the others mentioned are not a member of the commonwealth lmao,
10492,nEBVXO8xnFs,"Thank you for this fantasic informative talk .. and so much wisdom in the comments section too. We in Aus could learn a lot from Dubai but our present bureaucracy is such a burden to navigate.  Perhaps many of your potential tourists in the future though, will want a nice balance between the developed and the undveloped, of which the Middle East can still offer so much .. that is to be able to experience the desert, the lifestyles and adventures of original peoples.",
10493,nEBVXO8xnFs,"There is one major difference between India and Dubai, which makes such a model almost extremely risky to implement in India. The Population. In the early 70s Dubai had merely 70,000 inhabitants, while Mumbai had a population of 6.4Mn. At the same time, Dubai had enough oil reserves to distribute, contribute to the welfare of the 70k people and build infrastructure. Meanwhile, a city like Mumbai gets a much more expensive bill for social infrastructure maintenance and the majority of the city&#39;s income still comes from taxes. <br>Policy and strategy is extremely complex and multifaceted; many things become clearer in hindsight.",
10494,nEBVXO8xnFs,"<a href=""https://www.youtube.com/watch?v=nEBVXO8xnFs&amp;t=5m53s"">5:53</a> Commonwealth nations like Kazakhstan??",
10495,nEBVXO8xnFs,"you are only seeing the upper side of venezuala <br>it&#39;s economy crisis is just because of america dude. make a video on venezuala, <br>you automatically get the things",
10496,nEBVXO8xnFs,The speaker is very intelligent and bold. Your message for India lastly is very good.,
10497,nEBVXO8xnFs,Pre 2014 Indian manufacturing was crippling because of all the blockades by left and congress by taking money from China. China&#39;s exponential growth is directly proportional to Indian manufacturing decline. Now we are emerging out because of manufacturing and exports. This is because of using the population we have. It is easy to show China as example and say why We are not developing in the same pace but India is fighting a war with enemies with in,
10498,nEBVXO8xnFs,Riots are caused by USA in Venezuela because so much oil into the market and not bowing to USA they overthrew govts so that they can&#39;t overcome USA,
10499,nEBVXO8xnFs,Wait u should understand flight we have to go....everyone have to ...so only....,
10500,GTv4ixuAU3k,"Ganesh sir, Let me tell you a bit of your future...Think School is Going to be legendary digital school...Who believe in Practicality and not motivational bullshit...and you and Parsh being the founders....Are going to be the best communicaters of the decade...And I will be proud that I Followed you from the very very beginning of you work...All The Best💞",
10501,GTv4ixuAU3k,"Somebody please show this to Modi, he needs all the help he can get, and whenever he speaks English on the world stage he ends up sounding like a lobotomised chimp! And due to that he suffers from a massive inferiority complex!",
10502,GTv4ixuAU3k,Watching in 2023,
10503,GTv4ixuAU3k,"That&#39;s wonderful, Ganesh...",
10504,GTv4ixuAU3k,Thank you sir!!,
10505,GTv4ixuAU3k,Thanks think school<br>All methods looks practical<br>Will start from today<br>27 nov 2022,
10506,GTv4ixuAU3k,"Hello, we purchased Communication Masterclass. Transaction been done but nothing been received yet. Can you please look into it",
10507,GTv4ixuAU3k,This is the best way 🔥 tnx man 🤠,
10508,GTv4ixuAU3k,Comment section me toh sabko English aata h,
10509,GTv4ixuAU3k,"Every time Im getting valuable information from your videos , But this time you are giving a way to solve my major problem that Im facing for long. <br>Thank you <br>You are definitely  going to be a great sucessful person in your life . 🥰",
10510,GTv4ixuAU3k,"kya chutiyaaaaaaa insaan hai english ko english me sikha rha hai, matlb agar kisi ko english ati hogi to kyu dekhne ga ye video or agar kisi ko Eng nhi ati hai to wo kaise dekhe ga ye video",
10511,GTv4ixuAU3k,I found this video immensely greater than any other English speaking channel&#39;s video as it is more focused on how one can improve grammatically by following simple steps rather than just searching others to talk to them.💛,
10512,GTv4ixuAU3k,Best way is to mimic and repeat.,
10513,GTv4ixuAU3k,"<a href=""https://www.youtube.com/watch?v=GTv4ixuAU3k&amp;t=6m25s"">6:25</a> More worse!!!! My bro you need to consult grammar book for comparative adjectives:-) That being said, hats off to you for these methods:-)",
10514,GTv4ixuAU3k,I thought it was Joey meme,
10515,GTv4ixuAU3k,"Hearing that Wren &amp; Martin name, took me back to my school days 😊",
10516,GTv4ixuAU3k,Bhai jise English aati hi n ho wo tumhari video se kese janega ki English kese learn kre <br>Like me😅😅🥺,
10517,GTv4ixuAU3k,"Dear Gentleman<br>As per my own experience &#39; any language cannot be learnt just putting  efforts  and focus on grammer   and similarly  reading and writing etc. I believe these are structure and frame of language that needs vey extremely at   initial level very  to understand the language structure.<br>On contrary  , speaking can be learned just through speaking practice only .<br>Grammer and other attributes important to improve and understand the  language concept  .<br>what I mean to explain  that imootance if grammer can not be denied but it  can&#39; n make learn speaking the language .<br>Fleuncy only can come in the tongue when a learner starts practicing to speak <br>And we always learn from mistake.",
10518,GTv4ixuAU3k,🤍,
10519,GTv4ixuAU3k,Ham to Aapka video dekhta hai sikhane Ke Liye,
10520,GTv4ixuAU3k,Bro any financial aid to buy your course,
10521,GTv4ixuAU3k,"Kyun sikhni hai english.......yeh humari bhasha nahi hai.....gulaami ki aadat itni paad chuki hai....300 saal ki bezzati ke baad bhi.......<a href=""http://www.youtube.com/results?search_query=%23rajivdixit"">#rajivdixit</a>.",
10522,GTv4ixuAU3k,Helpful,
10523,GTv4ixuAU3k,Hello there....<br>I want to learn german language and the fee is so high so plz find out something easy and useful platforms to learn the language.... If there is free😜 way.<br>By the way you make it like school with 20mins class🫰👍❣️,
10524,GTv4ixuAU3k,bro love this video.<br>Can you please make a video on how to articulate your thoughts into perfect words and sentences. Its so hard.<br>Its like I have thoughts if someone asked me question I couldn&#39;t able to articulate that in right words.<br>I know learning english will help<br>but what else?,
10525,GTv4ixuAU3k,Wren and martin is the best even though I can speak english well.. I still refer to it sometimes,
10526,GTv4ixuAU3k,"Sar, how i kno you speek so good englesh to me leran first. Plis teah solwly so me can leran.<br>Aap itne ache angregy bolte hai ki pehle angregy sikni paregi apko samajneke liya.",
10527,GTv4ixuAU3k,"MBA First year required attention to Engineering students, where initial subjects are from &quot;Bachelor of Commerce&quot; is business degree 🎓<br>Engineer&#39;s required to take and pay extra attention on subjects. <br>Once you get cleared 1Semestar.<br>You will be on track and there is no Pending subjects. <br>Wishing 🙏 all the Best. <br><br>Following are the subjects for the First Semester of MBA (MANDATORY)<br><br>1.       Personal Effectiveness and Communication<br><br>2.       Business Economics<br><br>3.       Financial Accounting<br><br>4.       Marketing Management<br><br>5.       Management Accounting<br><br>6.       Human Resource Management<br><br>7.       Corporate Finance<br><br>8.       Business Statistics<br><br>9.       Operations Management<br><br>10.      Organization Behaviour",
10528,GTv4ixuAU3k,Which books should I read for speaking english and correct grammar?,
10529,GTv4ixuAU3k,Did I hear you saying EVEN MORE WORST??😂,
10530,GTv4ixuAU3k,is it still valid? i mean it was saying as 2021 edition ??,
10531,GTv4ixuAU3k,This man has something valuable to share on almost everything under the sky🙇‍♂️,
10532,GTv4ixuAU3k,"<a href=""https://www.youtube.com/watch?v=GTv4ixuAU3k&amp;t=6m25s"">6:25</a> … “even more worse”…… looks like a grammatical error !!",
10533,GTv4ixuAU3k,Good work 👍.lots of love from haryana..brother,
10534,GTv4ixuAU3k,More worse😂,
10535,GTv4ixuAU3k,Hi Ganesh i paid for the master class. Website in maintanence mode. what should i do,
10536,GTv4ixuAU3k,Thank you sir. For this episode,
10537,GTv4ixuAU3k,I have not seen knowledgeable person like you .. millions of thanks for all the vedio....I feel I am spending productive time with you,
10538,GTv4ixuAU3k,Who is here after watching joey in thumbnail 😅😅😂😂,
10539,GTv4ixuAU3k,He said how to speak English <br>And the funny part is he speak in English in complete video,
10540,GTv4ixuAU3k,Much needed🤜🤛,
10541,GTv4ixuAU3k,"Thank you , very needed video",
10542,GTv4ixuAU3k,🙏💕🙏,
10543,GTv4ixuAU3k,"<a href=""https://youtu.be/IVNYqQWjbmM"">https://youtu.be/IVNYqQWjbmM</a>",
10544,GTv4ixuAU3k,"<a href=""https://youtu.be/dLcPq_kfFI4"">https://youtu.be/dLcPq_kfFI4</a>",
10545,GTv4ixuAU3k,...but that English is grammatically incorrect which is &#39;even more worse&#39;... 😝  i really liked the video,
10546,GTv4ixuAU3k,"After watching tons of videos of you,  In this video your voice sounds like  a squirrel 🐿️ 🤣. This shows  you have improved your voice form level 0 to the level you are today",
10547,GTv4ixuAU3k,"<a href=""https://www.youtube.com/watch?v=GTv4ixuAU3k&amp;t=6m18s"">6:18</a> even more worse, double comparative",
10548,GTv4ixuAU3k,hey you are old man .....with lot of maturity and all in one mixture,
10549,GTv4ixuAU3k,Ur english sucks 😂 kidding,
10550,GTv4ixuAU3k,what I am going to implement<br><br>1. Context of that word.<br><br>2. Use Tools of Grammarly,
10551,GTv4ixuAU3k,Sir i have paid for the master class course and not getting any course of action or procedure how can i get acess to the same ..plss help,
10552,GTv4ixuAU3k,"Till <a href=""https://www.youtube.com/watch?v=GTv4ixuAU3k&amp;t=1m14s"">1:14</a> I thought your being sarcastic showing how others take benefit by selling crap courses online. Ahem... I was wrong.",
10553,GTv4ixuAU3k,@thinkschool i have paid money to buy your masterclass however i haven&#39;t received any link. Also the site of class is invalid,
10554,GTv4ixuAU3k,We Are Learning English From English Channel...,
10555,GTv4ixuAU3k,Super bro,
10556,GTv4ixuAU3k,Can you suggest something of similar kind. Of how to uplift language in children with ASD (autism),
10557,GTv4ixuAU3k,"Bhaiyaa yaar Apne English mai bol diya, hindi mai bolte toh samaj aata",
10558,GTv4ixuAU3k,you studied in NUTEN COLLAGE IN PUNE,
10559,GTv4ixuAU3k,Why am I seeing devgadhis ads on every video of yours,
10560,GTv4ixuAU3k,Drastic is a negative word you use it commonly,
10561,GTv4ixuAU3k,"Hi, please let me know how to use the communication  masterclass. I bought the course but it&#39;s still not showing in my account after logging into thinkschool. Please help ASAP its been sometime since I bought th3 course.",
10562,GTv4ixuAU3k,Hey sir <br>Can u provide some good Ted talk,
10563,GTv4ixuAU3k,My way of improving English was watching Hollywood movies and reading subtitles while watching. I did this for one week and I noticed that I got some improvement in speaking English. I&#39;m a UPSC Aspirant and I have English subject in language so I have to learn vocabulary everyday,
10564,GTv4ixuAU3k,I find some speaking partner,
10565,GTv4ixuAU3k,Thanks,
10566,GTv4ixuAU3k,Thanks 🙏,
10567,GTv4ixuAU3k,"WTF this video annoyed me with the word very, very very.",
10568,GTv4ixuAU3k,Thanks 😊,
10569,GTv4ixuAU3k,video is in English ;_;,
10570,GTv4ixuAU3k,Why joey is there ? 🌞,
10571,GTv4ixuAU3k,how to learn english - explained in english <br>when you use 100% of your brain,
10572,GTv4ixuAU3k,"Still I&#39;m struggling to speak fluent english, because I studied kannada medium",
10573,GTv4ixuAU3k,Watch english content with subtitles,
10574,GTv4ixuAU3k,ALTERNATE TITLE :- <br><br><b>HOW TO LEARN ENGLISH IN ENGLISH</b> 😂😂,
10575,GTv4ixuAU3k,I just made the purchase but i havent received any details. What happened?,
10576,GTv4ixuAU3k,I still have a Wren and Martin book that my father had.. It&#39;s such a good book to understand basic grammar,
10577,GTv4ixuAU3k,"Hey, I downloaded the application but didn&#39;t find, how to use it...added and gave the permission and now while writing to you here have seen the difference....thank you again",
10578,GTv4ixuAU3k,Thanks but no thanks.,
10579,GTv4ixuAU3k,"You brought back to our roots man, Thank you",
10580,GTv4ixuAU3k,Baaya pehle khud toh sahi English seekh lo more worse kya hota hai???,
10581,GTv4ixuAU3k,Book reference related to business language or professional job language would really be helpful if you can add some please do.,
10582,GTv4ixuAU3k,Links are not accessible,
10583,GTv4ixuAU3k,Wow.. I loved the suggestion of rewriting the story that we read. 🙂👌,
10584,GTv4ixuAU3k,Reading in between lines<br>Sashi tharoor ... bullshit <br>Hahaha,
10585,GTv4ixuAU3k,"Hi Ganesh Cheta (Brother) I&#39;m form Varanasi  , UP  Bro can you please started your HINDI Channel because your content was Extra Ordinary 💗👌.",
10586,GTv4ixuAU3k,Wow thank you very much sir,
10587,GTv4ixuAU3k,"Super insightful. I&#39;ve been reading story books since childhood and even today I&#39;ve the book with me in my office bag 😂 Also,my English is fluent but grammatical mistakes occur in writing form. I&#39;ll definitely practice. Thank you ☺️❤️",
10588,GTv4ixuAU3k,Ganesh Bhai please help me how to speak fluent English because I work in pharma company and I want to become a manager but my English is not good and I hesitate when I try to speak.<br>Please help me bro.<br>I know that you will never let me down.,
10589,GTv4ixuAU3k,Course bech raha hai,
10590,GTv4ixuAU3k,@Think School Is book you mentioned Wren and Martin suitable for 5 year children also?,
10591,GTv4ixuAU3k,This video has to be in other languages.,
10592,GTv4ixuAU3k,"Just a thought, maybe you could make this same video in hindi so that those who don&#39;t understand english at all can understand what you said here. :)",
10593,GTv4ixuAU3k,Wow this video is just amazing. I usually feel bored to read books. As a adult I thought that I should only read books which were read by adults only. So I started with the book namely Alchemist. I found it difficult to understand and I quit reading. Now I&#39;ll go and grab some tenali Ramakrishna books and I&#39;ll start reading. Thanks for the video.,
10594,GTv4ixuAU3k,Thank you sir :),
10595,GTv4ixuAU3k,"Extremely useful steps,  will surely follow it👍",
10596,GTv4ixuAU3k,Of course I want to be like u😇,
10597,GTv4ixuAU3k,Cant thanks enough for this vedio,
10598,GTv4ixuAU3k,"This video provides some valuable tips for improving our English skills and they have also provided some resource links in the description section which are certainly worth practicing. <br><br>So, with so much of free, interesting and valuable knowledge resources available at our disposal all over the internet, we can practice at our chosen time. <br><br>No more excuses. If put to use all these free resources certainly would help us better ourselves in any chosen domain. All it needs is sincere effort.",
10599,GTv4ixuAU3k,English is such a stupid language,
10600,vguLPoLiFNg,Background music???,
10601,vguLPoLiFNg,Aor business case studies le aaiye sir,
10602,vguLPoLiFNg,4. Fixing the Inefficiency,
10603,vguLPoLiFNg,"I want more videos from you about stock market ,please.",
10604,vguLPoLiFNg,&quot;As a result of which&quot; I am Student of &#39;Think School&#39;,
10605,vguLPoLiFNg,Like think school found our inefficient education system as an opportunity ☺,
10606,vguLPoLiFNg,"Great Video!  <br>But the screen shows, Zerodha Founders getting 100 crore salary,  !but no word about it.! There is no mention of salary of founders. <br>Is this is the way to bring in viewers?",
10607,vguLPoLiFNg,What is the revenue model of Zerodha?,
10608,vguLPoLiFNg,On last section music was so loud…. So your most important part is quiet mask by music….<br>Rest of that was excellent…<br>Keep it up bro…👍👍,
10609,vguLPoLiFNg,Awesome video thank 🙋🙏🙏🙏,
10610,vguLPoLiFNg,ZEROdha went from <br>ZERO to 1 billion within 10 years with<br>ZERO funding &amp;<br>ZERO Marketing<br>😀,
10611,vguLPoLiFNg,Please don&#39;t say marketing when you mean advertising,
10612,vguLPoLiFNg,Thanks,
10613,vguLPoLiFNg,Enjoyed the well informed video.,
10614,vguLPoLiFNg,"Lessons starts <a href=""https://www.youtube.com/watch?v=vguLPoLiFNg&amp;t=7m41s"">7:41</a>",
10615,vguLPoLiFNg,"Moral of the story:- the big assets of an entrepreneur should be skills, knowledge and problem solving ideas",
10616,vguLPoLiFNg,Why have you not answered the question raised in the thumbnail ? Have you also started following the cheap YouTube marketing techniques ??,
10617,vguLPoLiFNg,"Nobody can become financially successful over night. They put in background work but we tend to see the finished part. Fear is a dangerous component, hindering us from taking bold steps we need in other to reach our goals.",
10618,vguLPoLiFNg,"<a href=""https://www.youtube.com/watch?v=vguLPoLiFNg&amp;t=2m20s"">2:20</a>, <a href=""https://www.youtube.com/watch?v=vguLPoLiFNg&amp;t=7m45s"">7:45</a>",
10619,vguLPoLiFNg,"Excellent cryptonaire course here is a complete beginner guide. I now have a core understanding of how to start trading forex. Learn what crypto is, what we trade &amp; how to make money trading forex. Many need to know how to trade or invest in forex/Bitcoin because their are tired of losing and it frustrating",
10620,vguLPoLiFNg,he has talked about whatsapp more than zerodha in this casestudy,
10621,vguLPoLiFNg,Super video,
10622,vguLPoLiFNg,Such an awesome content...<br>Thankyou very much.<br>Love from Kerala ❤️🙏,
10623,vguLPoLiFNg,"simple yet most advanced case study.<br>if one will they can create a multi-million dollar company on the application of these principles.<br>but very few have the guts to do that. because it certainly takes a lot of hard work in day and night.<br><br>in nutshell, it was the extension of the delta 4 theory.<br>thanks man<br>❤",
10624,vguLPoLiFNg,"<b>My GOD you also started </b><b><a href=""http://www.youtube.com/results?search_query=%23promotions"">#PROMOTIONS</a></b><b> and </b><b><a href=""http://www.youtube.com/results?search_query=%23affiliate"">#Affiliate</a></b><b> marketing and SELLING Links etc ??</b> SHOCKING 😲😳 did not expect this FROM <a href=""http://www.youtube.com/results?search_query=%23thinkschool"">#ThinkSchool</a> as your channel is for some other purpose when you pick a company ..* so you started the click in the link below 👇 for <a href=""http://www.youtube.com/results?search_query=%23zerodha"">#Zerodha</a> App etc and earn marketing and promotion percentage .. GOOD",
10625,vguLPoLiFNg,Zerodha is run by a cheater...the guy cheated against Vishwanathan Anand in a charity chess match!!!!<br>That tells me everything about zerodha,
10626,vguLPoLiFNg,first time listen hindi word from this guy is chod hi do even i m shocked an repet and agaiin listen,
10627,vguLPoLiFNg,irritating,
10628,vguLPoLiFNg,Your content and presentation is awesome 🎉,
10629,vguLPoLiFNg,Very👍 nice,
10630,vguLPoLiFNg,When there&#39;s a need there&#39;s a business,
10631,vguLPoLiFNg,gonna fix the problem,
10632,vguLPoLiFNg,Yyyy,
10633,vguLPoLiFNg,Yyuy,
10634,vguLPoLiFNg,Yyyyy,
10635,vguLPoLiFNg,The analogy with whatsapp might sound great but matter of fact is whatsapp was not a breakthrough in its ssement. Viber had everything and more of whatsapp. It was how to do keep the features basic and the app nimble which gave it growth along with low barrier of entry. Research cannot replace experience,
10636,vguLPoLiFNg,I think your videos are good enough to gain a great knowledge but i think a BGM is too loud.,
10637,vguLPoLiFNg,"Some ferociously amazing stuff! fixing the inefficiencies of the system is really an underrated aspect we forget and rather focus on superficial fundings and the hype one would make on attaining them.Glad to see people like you are actually enlightening the generic audience with such insightful, thought-provoking case study. More power to you for carrying on such stuffs!",
10638,vguLPoLiFNg,Different from thumbnail<br>Zerodha share brokerage on referral so people refer that&#39;s you missed in their ad and marketing part,
10639,vguLPoLiFNg,Unique *Bragworthy Proposition.,
10640,vguLPoLiFNg,"Hi Parsh,<br>The sound effect at the end is too much and diverts the attention from content to sound. Pls consider as feedback. <br>I appreciate all the content created by Think School.",
10641,vguLPoLiFNg,Man zero funding!!!!! That is just mind blowing..as you can see..almost every indian startup just try to get funding and all to start their thing even if it is in a early stage they take funding from the very begining and thats how over time they are compelled to sell equity and at last the founders are led out of the company...this is so true in today&#39;s indian startup revolution,
10642,vguLPoLiFNg,Always gaining so much insight from ur &#39;Golden Pots&#39; of great case study information. Much thks 👌🙏,
10643,vguLPoLiFNg,🌹3000,
10644,vguLPoLiFNg,Can&#39;t explain how grateful I&#39;m to have teachers like you 🙏,
10645,vguLPoLiFNg,"Great content, great presentation, but the background score (music) is very annoying.",
10646,vguLPoLiFNg,How does zerodha make money?,
10647,vguLPoLiFNg,Thank u for giving such a information with beautiful explanation sir🙏,
10648,vguLPoLiFNg,Please make case study on zeel rainwear,
10649,vguLPoLiFNg,Half the video is dedicated to WhatsApp.,
10650,vguLPoLiFNg,That music in the end,
10651,vguLPoLiFNg,Such a complete 💯 brief story.,
10652,vguLPoLiFNg,❤️‍🔥,
10653,vguLPoLiFNg,Your videos have less engagement than what it deserve and the knowledge you are sharing out in the world. This should spread.,
10654,vguLPoLiFNg,All those youtubers selling zerodha in their channels are doing it for free ? Oh offcourse! zerodha is zero marketing 🙄,
10655,vguLPoLiFNg,Promotion bolte,
10656,vguLPoLiFNg,ye avengers ki theme ka music hata do. baaki sab sahi hai,
10657,vguLPoLiFNg,Background sound is too much disturbing,
10658,vguLPoLiFNg,Thank you Ganesh for your awesome job. Your genuineness and passion to educate ordinary people like me is highly appreciated. God bless you and your work bro.,
10659,vguLPoLiFNg,i got goosebumps. profound,
10660,vguLPoLiFNg,"The background music is too annoying, bro. Please lower it in your next video.",
10661,vguLPoLiFNg,Great content. Background music is not good. Remove it.,
10662,vguLPoLiFNg,Great,
10663,vguLPoLiFNg,You should talk about how they got there without funding. Money is required to start and grow any business,
10664,vguLPoLiFNg,&quot;As a result of which&quot;<br>&quot;If you see&quot;,
10665,vguLPoLiFNg,It&#39;s not zerodha it&#39;s WhatsApp case study,
10666,vguLPoLiFNg,"THis habit of Crib or fixing the problems, will eventually decide our destiny. This statement made my day",
10667,vguLPoLiFNg,Thanks!,
10668,vguLPoLiFNg,excellent sir ji👏👏,
10669,vguLPoLiFNg,please share kunal shah video,
10670,vguLPoLiFNg,Your video changed our mind,
10671,vguLPoLiFNg,why hiding the no. of dislikes that olifts the trust of the viewer....,
10672,vguLPoLiFNg,Information is incredible...but in all videos background music is so loud and annoying...kindly fix this,
10673,vguLPoLiFNg,I am literally obsessed with your business studies ❤️❤️,
10674,vguLPoLiFNg,Tum mast kaam krta hai!,
10675,vguLPoLiFNg,Lower or remove the background music.<br>It is really annoying.,
10676,vguLPoLiFNg,"We are not here for music, great content spoiled by loud music, kindly take care of that.",
10677,vguLPoLiFNg,I think Angel broking also made this happened,
10678,vguLPoLiFNg,Would be good to post content without background score as that&#39;s louder and distracting. Keep up the good work as always!,
10679,vguLPoLiFNg,But still their computer version and mobile version not co link..if make chart in pc. Cant access in mobile vise versa,
10680,vguLPoLiFNg,Hey admin ! How do you speak such confidently while we can understand in such a layman language,
10681,vguLPoLiFNg,"thanks bro, you nailed it👏🏻",
10682,vguLPoLiFNg,Really worth watching the 9 minutes. Thanks for the detailed effort man!,
10683,vguLPoLiFNg,I&#39;m one of zerodha user it&#39;s very user friendly,
10684,vguLPoLiFNg,AMAZING CHANNEL .. AN INSIPIRATION FOR OUR BELOVED COUNTRY TO LEAVE STUPID ISSUES AND FOCUS ON SELF DEVELOPMENT AND TRUE LEARNING !!!,
10685,vguLPoLiFNg,"Hi Ganesh, Can u suggest some good Angel Investors for a unique business startup plan?",
10686,vguLPoLiFNg,🙏🏻♥️,
10687,vguLPoLiFNg,Hi You are pronouncing Wrongly! It is is जीरोध Not Zeroda! Please Correct yourself..,
10688,vguLPoLiFNg,Make video  on Andrew Carnegie in detail❣🙏,
10689,vguLPoLiFNg,"I was expecting Ganesh sir to say Hi everybody, but Ritesh Agarwal greeted with Hi everyone 😅",
10690,vguLPoLiFNg,There are two kinds of people in enterpreneurship:<br><br>One who keeps reading case studies and  the one who is busy in creating a new case study,
10691,vguLPoLiFNg,"100 crores salary is very well worth comparing to what knowledge, trading benefits and comfort they have given to investors in india. i have used such shitty trading platforms like religare and navia and dealt with uncivilised trade executives that when i found out about zerodha it was heaven on earth for me. proud to have been a client of zerodha from its inception",
10692,vguLPoLiFNg,And then cheating against Vishy for &quot;FUN&quot;... Money can&#39;t buy education of course...,
10693,vguLPoLiFNg,Unable to understand your English,
